headword,entry_text,page
macambo,"macambo maker s. tipo de árbol, macambo. Maker",800
macana,"macana serwin s. macana,",800
machete,machete sawelli s. machete.,800
mujeres,mujeres ipulli s. machete,800
machetito,machetito punshu s. machete,800
machín,machín blanco awinan s. mono,800
enmu'pinen,macho enmu'pinen 2 s. macho de todo tipo de animales y de,801
senpa-teksi',machque de piña senpa-teksi' s. machque de la piña. Kua,801
madeja,madeja piterpi s. madeja de hilo.,801
madera,"madera nala 2 s. madera, tabla. ¡Nala makun pulater'!",801
1,"1 s. madera ""batida"", bien",801
awapu'a'su',madrastra awapu'a'su' s. madrastra.,801
madre,madre awa s. madre.,801
ashin,ashin 2; syn: mama.; mama s. madre. Mamawekkui'na,802
madre,"madre de la lupuna, dueño de la lupuna llinan ashin s.",802
la'pi,madre de la piedra la'pi ashin s.,802
ashin,"ashin s. madre del abismo,",802
madre,madre del agua dek ashin s.,802
madre,"madre del carnaval mitan ashin s. madre del carnaval, dueño del carnaval.",802
madre,madre del cerro mutupi ashin s.,803
madre,madre del lago sennan ashin s.,803
monte,"monte tanan ashin s. madre del monte, dueño del monte.",803
2,"2 s. madre, ""dueño"" espiritual.",803
madrugada,madrugada ukllishin adv.,803
dekpilli',dekpilli' adv. madrugada (alrededor de las 3 a.m.),803
me'chapalli,*me'chapalli) vi. madurar una fruta. Kudekler ka'apalli,803
nakawapitulli),nakawapitulli) vi. madurarse (una fruta). Asu' ekpa,803
a'lekta'su',maestro a'lekta'su' nom.,804
a'lekterkasu',maestros a'lekterkasu' nom.,804
chiter',"maíz chiter', chiter s. maíz.",804
walek2),"*walek2) s. maíz legítimo,",804
llisanter',májalo llisanter' vt. ¡cháncalo! ¡májalo! ¡Puñañin,804
majar,"majar *llisanpalli vt. chancar, majar. Puñañin llisanna' ""eklli pur'awa'""",804
llisantapalli,llisantapalli ( llisantulli) vt. chancar. Ipa'linchi nawa',804
majaz,"majaz dekkana, dekkanan s.",804
mal,mal olor del sobaco iper s.,804
malahierba,malahierba pumu s. hierba que,804
malaria,"malaria shukshu s. malaria,",805
maldito,"maldito supai 2 (Quech. supay) s. maldito, del diablo.",805
laape'lli,*laape'lli) vt. malentender.,805
tanpanan,"tanpanan 2 s. maleta, maletín.",805
kankanweinpu'a'su',malo kankanweinpu'a'su' nom.,805
teknelli),*teknelli) vt. transformar,805
pukalli),"*pukalli) vi. malograrse,",806
llikanerchi'ñi2,llikanerchi'ñi2; llikanetchi'ñi) vt. hacerle a alguien la vida,806
tukanerchi'ñi,"*tukanerchi'ñi) vt. maltratar,",806
manacaraco,manacaraco talawer s.,806
manada,manada musun 1 s. manada de animales. Tanak pa'apilan,806
mañana,mañana eklli2 adv. mañana.,807
manantial,"manantial pakshadek s. chorro,",807
manatí,manatí panwalalan s.,807
manco,manco manku s. manco.,807
kamashiter',manda kamashiter' vi. ¡ordena! ¡manda! ¡Kamashiter',807
kamashir',mándale kamashir' vt. ¡mándale! ¡ordénale! Kusher,807
a'nu'ter',mándale a hacer a'nu'ter' vb. ¡mándale a hacer! ¡Uklulu',807
kamashipalli,*kamashipalli ( *kamashilli) (Quech. kamachi) vt. mandar a,807
kamashitulli),kamashitulli) vi. ordenar,807
a'nu'tulli,*a'nu'tulli) vb. hacer que otro,808
a'wektulli,*a'wektulli) vb. mandar algo,808
a'pa'ter',mándaselo a'pa'ter' vb. ¡mándaselo! ¡envíaselo!,808
mandi,mandi tanpin s. tubérculo mandi.,808
mandíbula,mandíbula kuyutek s. contorno de la cara desde la parte,808
mandón,mandón kamashitutek1 nom.,808
"erenpuna,","erenpuna, erenpunan) s. mango. Sunkiwek",808
anpi),anpi) s. mango.,808
maní,"maní lenpipen s. maní, cacahuate. Dunisiu ima",809
mano,mano itekla s. mano.,809
duwin-tamek,manshaco duwin-tamek s.,809
inpikuta'lli,"inpikuta'lli) vi. mantearse,",809
manteca,"manteca iyadek 1 s. manteca, grasa. Samer iyadeknen",809
iyadek,iyadek s. manteca de boa,809
*aku'palli,"mantener *aku'palli 2 ( *aku'lli) vt. mantener, guardar.",809
waka'mudideklu',mantequilla waka'mudideklu' s. mantequilla. ¡Tanta',809
grabs,"grabs meat s. mantona,",809
manzana,manzana de Adán kulupi s.,810
mapacho,"mapacho pintella s. mapacho,",810
maparate,"maparate kaludun s. maparate,",810
pi'pi'yu',pi'pi'yu' s. máquina de coser.,810
maquisapa,"maquisapa tuda s. maquisapa,",810
sha'pi'latuna,sha'pi'latuna) s. maquisapa de frente amarilla.,810
kupin-sennan,"mar kupin-sennan s. mar, océano. Kupinsennak",810
marañón,"marañón pawa s. marañón,",811
tanan-pawa,"marañón del monte tanan-pawa s. cashu del monte, marañón del monte. Tananpawa i'na",811
marchalli),marchalli) (Spn. marchar) vi.,811
awermeklli),awermeklli) vi. marchitarse.,811
muda',"marido muda' 2 s. marido,",811
mariposa,mariposa shumitek s. mariposa.,811
inpanpellu'tek1,inpanpellu'tek1 s. mariposa,811
pindeklli),*pindeklli) vi. pescar en la,811
siwenñansi),"siwenñansi) s. marona,",811
siwenñanlu',maronal siwenñanlu' s. maronal.,812
maronilla,"maronilla silu 1 s. carrizo, maronilla. Tanak",812
marron,marron sekpur2 ( sekpuer) adj.,812
martes,"martes marchis (Spn. martes) s. martes. Ipa'la marchis,",812
sasa',martín pescador sasa' s.,812
marzo,marzo o abril marzo/abril Paskua-duker s.,812
a'pinta',más a'pinta' 1 adv. más.,812
i'la.,"i'la. ¡Sírveme más yuca sancochada! Todavía tengo hambre.; musu' adv. bien,",812
más,"más grande chikinen s. primero,",812
uwenta'su',más pequeño uwenta'su' 1 nom.,812
a'pinta',más que a'pinta' 2 adv. más.,812
ma'isik,más tarde ma'isik adv. más,813
uklulu',masato uklulu' s. masato.,813
u'dapidek,masato de pijuayo u'dapidek s.,813
tada'lu',masato diluido tada'lu' s.,813
sapalu',masato fuerte sapalu' s. masato,813
ukdinlu'ter',masca ukdinlu'ter' vi. ¡masca!,813
ka'later',masca el afrecho ka'later' vi. ¡masca el afrecho (para,813
ukdinlu',mascado ukdinlu' s. mascado (generalmente de yuca) para,813
ukluker',máscalo ukluker' ( uklur') vt. ¡mastícalo! ¡máscalo! ¡Nuka',813
mascar,mascar *uklupalli ( *uklulli) vt.,813
ka'latapalli,punta ka'latapalli ( ka'latulli) vi. mascar el afrecho de la,813
duwin-amun,mashandahua duwin-amun s.,814
ukluker',mastícalo ukluker' ( uklur') vt. ¡mastícalo! ¡máscalo! ¡Nuka',814
ukluker',ukluker') vt. ¡mastícalo!,814
masticar,masticar *uklupalli ( *uklulli) vt.,814
ukdinlu'tulli,*ukdinlu'tulli) vi. masticar,814
lliwe'cher,"lliwe'cher; lliwetcher) vt. ¡mata la planta con machete,",814
dei'ter',mátalo dei'ter' ( di'ter') vt. ¡mátalo! ¡Dei'ter asu',814
mañilu'!,mañilu'! ¡Mata a esta mantona!; di'ter' ( dei'ter') vt. ¡mátalo! ¡Di'ter' asu',814
laki'ker',"mátalo a mordiscones laki'ker' vt. ¡mátalo a mordiscones! ¡Kuachán, ilek laki'ker! ¡Guardián, mata el achuñi a mordiscones!",814
aki'ter',mátalo a pisotones aki'ter' vt. ¡mátalo a pisotones! ¡Kukaratek aki'ter'! ¡Mata la cucaracha a pisotones!,814
sekki'ker',manos sekki'ker' vt. ¡mátale,814
pawe'cher,pawetcher; pawe'cher) vt. ¡mátalo con pico! ¡Sankallin,815
paki'ter',mátalo de un golpe paki'ter' vt. ¡mátalo de un golpe!,815
mapapa',"matamata mapapa' s. matamata,",815
*di'tapalli,matar *di'tapalli 1 ( *di'tulli) vt. matar. Yurimawa' kawi,815
di'apalli.,di'apalli.; di'apalli ( di'lli) vi. matar. Kuan ima di'tek.,815
aki'atapalli,aki'atapalli ( *aki'-aki'atulli) vt. matar a pisotones varias veces. Kua kukaratek,815
aki'tapalli,*aki'tapalli ( aki'tulli) vt. matar,815
panki'lli,*panki'lli) vt. matar algo o a,815
sekki'palli,*sekki'palli ( *sekki'lli) vt.,815
paki'tulli,paki'tulli) vt. matar de un solo,815
laki'lli,*laki'lli) vt. matar mordiendo.,816
inllikerchullina',inllikerchullina') vi. matarse,816
inllikerchullina',inllikerchullina') vi. matarse todos. ¡Ilantulu',816
*indi'tulli,"matarse uno mismo *indi'tulli 1 vi. matarse, suicidarse.",816
maxilar,maxilar inferior kuyutek s.,816
SantaCruz-duker,mayo SantaCruz-duker s. mayo.,817
mayor,"mayor chikinen s. primero,",817
mayordomo),"mayordomo) s. mayordomo, cabezón. Ipa' mayurumu",817
senmalu',mazamorra senmalu' s. mazamorra. A'lanan,817
mazo,mazo llisanala s. mazo. Miñiku,817
pa'achek,me voy pa'achek ( pa'echek) vi.,817
winshu'ter',mece winshu'ter' vi. ¡mece!,817
winshu'ker,mécelo winshu'ker vt. ¡mécelo! ¡Wawaserpen,817
*winshu'palli,mecer *winshu'palli vt. mecer.,817
winshu'tulli,*winshu'tulli) vi. mecer.,817
inwinshu'lli,inwinshu'lli) vi. mecerse.,817
inwinshu'r,inwinshu'r) vi. ¡mécete!,818
mediano,mediano uwen adj. mediano. ¡Dekmayun uwensha,818
uwenta'su',"uwenta'su' 2 nom. mediano, que es mediano. Kusherpen",818
ikineklli'1,medianoche ikineklli'1 adv. medianoche. Ikineklli' ikerkankanek. A la,818
medicina,"medicina ilulenna, ilulennan1 s.",818
medida,"medida pichina, pichinan 1 s.",818
ikinek-uklli1,mediodía ikinek-uklli1 adv. mediodía. Ikinek-uklli,818
medir,medir *pichipalli 2 ( *pichilli1) vt. medir. Danku Malla',818
pichitulli),*pichitulli) vi. medir. Nana,818
mejilla,"mejilla kikitek s. mejilla, cachete.",818
a'pimuchu,"mejor a'pimuchu adv. es mejor que, mejor. A'pimuchu",818
u'chimuinchi,"u'chimuinchi adj. muy bueno,",818
mejorar,mejorar ekmupalli ( ekmulli) vt. mejorar. Kaikshawek,818
a'padipelli,"*a'padipelli) vi. mejorarse,",818
mudinupilalli,"mudinupilalli ( *mudinulli) vi. mejorarse un enfermo, recuperarse.",819
a'padiperker',"mejórate a'padiperker' vi. ¡mejórate! ¡A'padiperker',",819
mellizos,"mellizos insilanpi s. mellizos, que crecen juntos. Wildorio",819
lli'la'lli,*lli'la'lli) vt. menospreciar.,819
menstruación,menstruación duker 3 s. menstruación. Ikaduwek,819
ukladekwañi),"*ukladekwañi) vi. menstruar,",819
aper'a'su',"aper'a'su' lli'lli) vi. menstruar,",819
leklunpalli,*leklunpalli ( *lekluñi) vi.,819
pilli'tulli,pilli'tulli nanentu1 vt.,819
*tumu'palli,"mentir *tumu'palli ( *tumu'lli) vi. engañar, mentir.",820
tumu'tek,mentiroso tumu'tek nom.,820
mentón,mentón kuyula s. mentón.,820
pawa'nsu',mercadería pawa'nsu' nom.,820
mercado),mercado) s. mercado.,820
mermar,mermar ishanpalli ( ishañi) vi.,820
mes,mes duker 2 s. mes. Iskun,820
misa',mesa misa' (Spn. mesa) s. mesa.,820
isa'ter',"mete la mano isa'ter' vi. ¡mete la mano! ¡Isa'ter',",820
deksa'ter',mételo deksa'ter' vt. ¡introdúcelo! ¡mételo! ¡Tanta'pen,820
sida'ker',sida'ker' vt. ¡mételo!,821
deksa'tulli1,deksa'tulli1) vt. introducir o,821
dekwa'palli,*dekwa'palli ( *dekwa'lli) vt.,821
kala'palli,"kala'palli 1 ( kala'lli) vt. llenar,",821
kala'tulli2,*kala'tulli2) vt. meter el hilo en los hilos ya armados del telar.,821
isa'tulli,"*isa'tulli) vi. meter la mano,",821
kala'tulli2,"*kala'tulli2) vt. llenar, meter",821
da'siwa'palli,*da'siwa'palli ( da'siwa'lli) vi.,822
da'siwatanpa'lli,*da'siwatanpa'lli) vi.,822
da'siwalanteklli,*da'siwalanteklli) vi.,822
metro,"metro pichina, pichinan 2 s.",822
medida,"medida de esta mesa es dos metros.; pichina, pichinan 3 s. metro, instrumento para",822
sekchikamu'ker,sekchikamu'ker) vt. ¡mézclalo! ¡Sekchikamu'r,822
sekduñi),*sekduñi) vt. mezclar.,822
sekchikamu'lli,*sekchikamu'lli) vt. mezclar con la mano. Awawek,823
aperku'ter',mezquínale aperku'ter' vb. ¡mezquínale! ¡mezquínacelo!,823
aperku'ker',mezquínalo aperku'ker' vt. ¡mezquínalo! ¡protégelo!,823
aperku'lli,*aperku'lli) vt. mezquinar algo. Alli'sa Rosendo,823
aperku'tek,"mezquino, miserable aperku'tek nom. mezquino, miserable,",823
ñipa'pa'nsu',ñipa'pa'nsu') nom. mi vecino.,823
pichiker',mídelo pichiker' 2 ( pichir') vt. ¡mídelo! ¡Asu' kapi pichir'! ¡Mide esta tela!,823
miedoso,miedoso tekkuadantek nom.,824
caminar,caminar solo de noche. syn: tekkuatek.; tekkualu' nom.,824
iñinun,"iñinun s. miel de abeja, colmena. Iñinun wilalusa'",824
Bebiendo,Bebiendo se sanan. cf: iñinundek.; iñinundek s.,824
tumu'ker',"miente tumu'ker' ( tumu'r) vi. ¡miente! ¡Tumu'r, aner yawintuta! ¡Miente, no cuentes!; tumu'r (",824
tumu'ker',tumu'ker') vi. ¡miente!,824
tumu'ter',miéntele tumu'ter' vt. ¡miéntele!,824
miércoles),miércoles) s. miércoles.,824
mierda,"mierda chichi s. exremento,",824
wadi',mijano wadi' s. mijano.,825
saka'tunan,minga saka'tunan 2 s. minga.,825
lli'ker',mira lli'ker' vt. ¡ve! ¡mira! ¡míralo!,825
luser'ker',"mira abajo luser'ker' vi. ¡mira abajo! ¡Kutenker, dawik",825
kutenker',mira arriba kutenker' vi. ¡mira arriba! ¡Kutenker'. Lli'ker',825
achikter',míralo de frente achikter' vt. ¡míralo de frente! ¡Achikter',825
kutenter',míralo desde abajo kutenter' vt. ¡míralo desde abajo!,825
luser'cher',míralo desde arriba luser'cher' vt. ¡míralo desde arriba! ¡míralo desde lo alto! ¡Musenkeklan luser'cher kalli! ¡Mira la calle desde lo alto!,825
mirar,"mirar *achiktapalli ( *achiktulli) vt. estar al frente de, estar",825
lli'tulli,"2 ( lli'tulli) vi. divisar, mirar, ver. Yalli'wawek lli'tulli",825
kutentulli),kutentulli) vt. mirar algo o,826
*kuten'apalli,mirar desde abajo *kuten'apalli ( kutenñi) vi. mirar desde abajo. Wilalunlusa'nta,826
*luser'apalli,"mirar desde arriba *luser'apalli vi. mirar desde arriba, mirar",826
luserchulli),luserchulli) vt. mirar algo o a,826
inlutu'palli,*inlutu'palli ( *inlutu'lli) vi.,826
inlutu'ker',mírate (en el espejo) inlutu'ker' vi. ¡mírate (en el espejo)!,826
Misael,Misael Mishaku nom. Misael.,826
mishuchaqui,mishuchaqui peksun s.,826
=i'la,"mismo =i'la 1 prt. mismo, todavía. Sudanpen",826
mitayero,mitayero ilantulek nom. buen,827
mocahua,mocahua sinanpachi s. mocahua. Sinanpachilek,827
moco,"moco ilu 1 s. moco, mucosidad.",827
a'wiwelli,*a'wiwelli) vt. mojar algo.,827
mojarra,"mojarra pekta s. mojarra,",827
mojarrita,"mojarrita tadansek s. mojarrita,",827
mojarrita,mojarrita redonda pachalutek s.,827
mojarse,mojarse *wiwerapalli ( *wiwelli) vi. mojarse. Wiwerapalli,827
mojarse,mojarse el cuerpo *wiwerpipalli ( *wiwerpilli) vi. mojarse el,827
wiwerker',mójate wiwerker' vi. ¡mójate!,827
wiwerpiker',mójate el cuerpo wiwerpiker' vi. ¡mójate el cuerpo!,827
moler,moler *peksanpalli ( *peksañi) vt. moler. Ya' chiter peksanek. Ayer molí maíz.,827
peksantapalli,peksantapalli ( peksantulli) vi. moler. Kenma ipa' peksantula. Tú ya moliste. val.: *peksanpalli.,828
molido,molido peksanpi nom. algo,828
molleja,molleja chintenpi s. ruro de,828
monja,"monja amiawa s. monja, madre, religiosa. Shiwiluk",828
mono,"mono ilekna, ileknan1 s. mono de cualquier clase. Tuda i'na",828
inpasen-mutu'1,moño inpasen-mutu'1 s. moño.,828
mono,mono blanco awinan s. mono,828
sulu',mono choro sulu' s. mono choro. Wei,829
cheklunan,cheklunan s. mono huapo.,829
pu'ser,mono leoncillo pu'ser s. mono leoncillo. Pu'ser iñer,829
etchu',mono negro etchu' ( e'chu') s.,829
montaña,"montaña mutupi s. cerro, montaña. Muyunpek",829
kupin-mutupilala,montañas kupin-mutupilala s.,829
musenpi),"musenpi) s. montete,",829
montete,"montete musenpi ( muserenpi) s. montete, especie de ave",829
mama'lu',"morado mama'lu' s. morado,",829
mordelón,mordelón kitektutek nom. mordelón. Ilter ñiñi'wanen,830
*kitek'apalli,morder *kitek'apalli ( *kiteklli) vt. morder (sin llegar a matar).,830
kitektapalli,*kitektapalli ( kitektulli) vi.,830
morir,"morir *chiminpalli ( *chimiñi) vi. morir, fallecer.",830
tektu'tapalli,*tektu'tapalli ( *tektu'tulli) vi.,830
*talek'apalli.,talektulli) cf: *talek'apalli. vi. morir momentáneamente y revivir. Yu'sha Alliku talektulli. El viejo Alejandro,830
tunpalli),"*tunpalli) vi. morochearse,",830
chimipi-kutun,mortaja chimipi-kutun s. mortaja. Surinawek,831
mosca,mosca sunkawala s. mosca que,831
mosca,"mosca ""piojo de majaz"" ikupila s. especie de mosca mediana o zancudo llamado ""piojo de majaz"". Ikupila nanpipalli",831
mosca,mosca bobonero tunkawala s.,831
mosca,mosca pequeña tawella s.,831
mosca,mosca shingo tunsawala s.,831
tawellatulli),*tawellatulli) vi. mosquearse.,831
tawellater',mosquéate tawellater' vi. ¡mosquéate!,831
lu'wellu',mosquilla lu'wellu' s. especie de,831
chipe'chek,chipe'chek) s. mosquitero.,832
motelo,"motelo madu s. motelo, tortuga terrestre. Madu",832
llinser),"llinser) s. diseño cerámico ""motelo pinta"", diseño",832
wa'na-lanser,motocicleta wa'na-lanser 2 s. motocicleta. Reiter,832
lenmek'apalli,"*lenmek'apalli ( *lenmeklli) vi. moverse, sacudirse.",832
kupilu'1,mucha tierra kupilu'1 2 s. mucha,832
wilawek,wilawek wawa) s.,832
yuyu'wa,"yuyu'wa hijastro.; nadi'nek s. joven, muchacho. Ipa' ekkilala",833
u'dunlu',muchas veces u'dunlu' adv.,833
enpu'nipa',"muchísimo, mucho enpu'nipa' adv. muchísimo, mucho.",833
mucho,mucho muinchi 2 adv. mucho.,833
mudo),"mudo) nom. mudo, muda.",833
"muela,","muela, molar lakuper s. muela, molar. Lakuperwek",833
peksanter',"muele peksanter' vi. ¡muele! ¡Aner yalunta a'pinta',",834
peksanker',muélelo peksanker' vt. ¡muélelo!,834
muena,muena daka s. especie de árbol muena. Daka damera'su' nalasha. La muena es un,834
sankalu'-daka,"muena amarilla sankalu'-daka s. muena amarilla, moena,",834
kitekter',"muérde kitekter' vi. ¡muérde! ¡Kuachán, aner",834
kitekker',muérdelo kitekker' vt. ¡muérdelo!,834
tektu'ter',muere tektu'ter' vi. ¡expira! ¡muere! ¡Tektu'ter',834
muerto,muerto chimipi 2 s. muerto.,834
ku'aper,"mujer ku'aper 1 s. mujer, hembra. Awawek",834
shaya',"cf: shaya' 2.; shaya' 2 s. mujer. ¡Yalli'lusa',",834
mujer,mujer bajita uwenluncha s.,834
mujer,mujer blanca dadapulun s.,834
mujer,mujer celosa apisudatuteklun nom. mujer celosa. cf:,835
mujer,mujer chayahuita Shawilun s.,835
kenma'lun,mujer indígena kenma'lun s.,835
nawadek,"nawadek s. mujer que acaba de dar a luz, que acaba de parir. Silupa iñinunen",835
mujer,mujer shiwilu Shiwilulun s.,835
amadi'lun,mujer trigueña amadi'lun s.,835
mujer,"mujer vieja, abuela amitasellun s. mujer vieja, abuela. clf: lun.",835
mujeriego,mujeriego ekkuanwantek nom.,835
wa'danpintek,wa'danpintek 2 nom.,835
lupa',"mundo lupa' 3 s. mundo, planeta.",835
itekla-inpasuntek,muñeca itekla-inpasuntek s. muñeca. Itekla-,835
ramas).;,ramas).; titiri (Spn. títere) s. muñeca. ¡Mapi'ter' titiri wilapenki! ¡Cómprale una,835
munición,munición ilantula s. munición o,836
konsejo-pidek,municipio konsejo-pidek s.,836
murciélago,murciélago ishek s. murciélago.,836
murciélago,murciélago grande ishektek s.,836
ishek,ishek ( ishek) s. especie de,836
musmuqui,"musmuqui kudek s. musmuqui,",836
pektulu'lada,mutishco pektulu'lada nom.,836
muy,"muy =inchi 2 prt. demasiado, muy. Asu' peksa'",836
enpu'ni,enpu'ni adv. muy.,836
muinchi,muinchi 3 adv. muy.,836
u'chimuinchi,muy bueno u'chimuinchi adj.,837
tunka'shinchi,muy corto tunka'shinchi adj.,837
u'chimusha,muy hermoso u'chimusha adj.,837
muy,"muy largo shininchi adj. largo,",837
a'mer,"a'mer, =sha) adj. pequeñito,",837
meru'tek,muy suave meru'tek nom. muy suave. Amantek chipitek,837
muyula,"muyula muyula s. muyula, hierba",837
yankamudek,yankamudek (comp. of) s.,837
ke'chi',ke'chi') s. naca-naca o,838
ekkuina-nala,ekkuina-nala) s. especie de,838
nacer,nacer nasiapilalli (Spn. nacer) vi. nacer. Ipa'la asu',838
nacer,nacer deforme *pichilli2 vi. nacer,838
nadar,nadar *idunpalli ( *iduñi) vi. nadar. Pideru iduñi samer,838
teklli',nalga teklli' s. nalga.,839
nalgas,"nalgas mutella 1 s. nalgas, poto.",839
lalansha',naranja lalansha' ( nalansha) (Spn. naranja) s. naranja.,839
lalansha',nalansha ( lalansha') s. naranja.,839
ne'chek,ne'chek) s. nariz.,839
kenma'lun,nativa kenma'lun s. mujer,839
kenma',"nativo kenma' s. indígena,",839
kenma'pen,sus coronas.; kenma'pen s.,839
Ñiñupi',Navidad Ñiñupi' (Spn. niño) adv.,839
luwantulli),*luwantulli) vt. necesitar.,839
ker'llun,"negra ker'llun ( ke'llun; ketllun) nom. mujer negra, hembra negra. Rodolfo piwilli",840
ker'2,negro ker'2 adj. negro. Ker',840
ker'a'su'.,ker'a'su'.; ker'a'su' nom.,840
"amarillas,","amarillas, azules, blancas, negras. syn: ker'2.; ker'pen nom. hombre negro, macho negro. Wapu' ker'pen",840
ker'pi,negro de cuerpo ker'pi nom.,840
ker'pentaspi,negro viejo ker'pentaspi nom.,840
ñejilla,ñejilla kanker s. palmerita ñejilla.,840
ñejilla,"ñejilla kankella s. ñejilla, fruta",840
nervio,"nervio erpatek s. nervio, tendón.",841
ni,"ni ñi2 prt. no, ni. Laman",841
